Reviews,Rating,Sentiment
Really Good Product. If Your Budget Is Around 1K You Should Consider This Headphone. Good Quality Bass And Sound Quality Is Also Clear And Loud (Not To Loud). You Can Check Out This Product If You Want.,5,1
Value for money,5,1
Sound quality good. Good for gaming. If you buy this product for gaming use wire which is available with headphones go for it,5,1
I like the sounds feals great 👍I dis like sound up and downLeft side of sound is greater than leftI feal right ear is low soundThat's all i got,3,0
I cant properly use it with an aux cable. One ear is not working. The bluetooth only works if you do a blood sacrifice. If I could put a zero star I would do it.,1,0
Dislike & Disappointed. Very bad quality product. Pastic quality veryvery bad. Please dont buy.if you buy you want to send head set to service centre countinusly for repair,1,0
The product is not good the sound quality is also not very much clear and while wearing it for more than 10 min it causes pain in my ears and in my opinion comfort level is zero,1,0
The product is not working properly after charging the headphone Should u replace the item or refund to meAs soon as possible,1,0
"Overall is ok ok, but after 1 month mic working stop, I can use only for listening music, not for calling, zero star for mic",2,0
very good product ...fast delivery,5,1
"Sound quality is OK at this price, great for kids",4,1
आवाज बाहर तक सुनाई पड़ती है,2,0
"The product is awesome with great sound quality is superb in such a low budget you get the beats in very crystal clear,over all I have 5 ratings for this boat headphone.",5,1
The product is of very low quality,1,0
It doesn't have good and high sound quality and ver low in base.,3,0
Nice quality and sound is very good,5,1
I need some help because my headset is damaged so i have a warranty to so please kindly help me to replace return it,2,0
Sound quality is the best ...and we can use this product without any wireless..so this thing is amazing in this product .. and colour is also multi black ...so it's really good,4,1
Not upto mark,3,0
"Nyc look , sound & battery life. But i face some problams after few days in connectivity of Bluetooth. So i returned it",2,0
Simply osm this  product thank you boatIam very happy this product my rating 5/5Thank you Amazon  delivery time just 3daysI really thank you sooo much,5,1
Value for money,5,1
The build quality could have been better. I myself read lot of reviews and bought this one.Sound is good not too much base but base is there.People with large head size should avoid this one.Rest the product is good.,4,1
Exlent product boAt rockerz 370,5,1
Sound quality of the product is mind blowing. Noise cancellation is also good and it is easy to connect and and easy to disconnect . In my opinion must buy this product. Charging and battery life is fantastic.,5,1
"It's too small. And not sturdy, feels like it will break at anytime",1,0
"I recieved them in good packaging conditions. Have been using them for a few days. Till now, everything is just perfect. The battery backup is really admirable. As of now, I would suggest its a 'must buy'.",5,1
Has a great sound quality but bluetooth connectivity is slow and some times unnecessary errors occurs and their services are worst there number is also not working they don't reply to mails to so disappointed,4,1
"goo d product as per usage  but  due to air blockage  , ears are getting heated and uncomfortable to use more than 30 mins",5,1
" Sound quality is very good, look wise the product is awesome.",5,1
Quality may be better,4,1
Sound quality excellent,5,1
Good product with impressive bass and sound quality. Battery is also good. But the audio breaks in between until we disconnect Bluetooth and connect again.,4,1
Battery life lasts for long and looks perfect on head,5,1
"I am using it since 10 days, reliability of charger, battery can be seen only after 6 months. The product is costlier. Till date it's ok.",4,1
One of the ear pads were broken when arrived. Had to glue it in place. Not expected this from Boat.,1,0
Product too good but continues using more than 15 min hears paining ..,4,1
The product came in torn packet. During communication sound is not clear. Pretty disappointed,3,0
Overall good buy. Value for money,4,1
Hardly Used 10 times to listen music and all stuff.Right now neither wireless nor with cable working.Not even starts after 12 hrs of charging.,1,0
 I really liked this product 😍Super happy with it also it is a great deal at this prize. The sound quality is amazing I would highly recommend this product!,4,1
It needs repairs . please do the need ful,5,1
The sound quality is good but the problem is with aux cable after listening for10 min.. Only left ear is audible and right got cut off. Connecting to Bluetooth is great but problem with aux cable,2,0
Its normal,2,0
Basically this headphones are so good but the quality of the headphones are not expect rigid there so delicate so if u want to use rough it's a bad choice.,4,1
Its not working after few days but now return period lapsed so wsdted my money... Only one side of ear phone is working now.. and no bluetooth..cant use it in Facebook..,1,0
"Sound is not clear, bass has distortion. Should go for other options in this price band.I can't return it as well",1,0
As it has very low noise cancellation but it is an amazing product. Very very good quality.Ovrall it's good .I loved it,5,1
"It provides good sound and bass quality and it's comfortable to wear with it's cool look.... Though noise cancellation isn't that effective but still, it's a good product.",4,1
Noise cancelation is good sound quality is amazing and bass quality is very good and long lasting batteryBut one small promblem bluetooth connection is not good not coming 19 steps away from mobile,5,1
Ultimate product at great price,5,1
"Headphone is very nice I love it, just the thing was I got damaged package but thank God headphone was all good just a little scratch that I don't mind.",4,1
very good,5,1
I love the sound quality nd bass as well but bass is little poor than mi wired earphones but all over I like my headphones nd go to other world while listening 8d nd bass boosted musics....,4,1
Good job Amazon team,5,1
Nothing in particular,5,1
Not good for office conference call. People on other side complained about poor voice quality. Looks like the microphone is not great.,1,0
Its' got some connectivity issue. Sometimes sound flow stop in the middle of viewing\playing videos even at close range.,4,1
Audio quality is good. But ear cushions are very bad. One cannot wear it more than 30 minutes. Bluetooth connectivity is not good sometime sound is not audible. Build quality is not good. For me it broke in 2 months.,3,0
I like sound quality,4,1
"No proper functioning of volume ability, sound quality is improper.",3,0
"Very very very bad heaphones, hate it",1,0
"Used so far had no issue , very good Bluetooth for the affordable  price",5,1
I liked it very much. I thought it's only for music but i can receive calls too. Base is very good. And this colour combo looks so cool and classy. It has both wire and wireless facilities. Very nice.,5,1
Using from 3 months and still working very well people who are writing review that it have broken it's your poor maintainance,5,1
"Nice product... Worthy for each penny... It's price is Rs.900, I thought we can't get real boAt product under 900...But it is a real boAt product.... Thanks to Amazon...",5,1
This product is good in package. And this headphones is also very nice and I like this design. I must say if you bought this headphones you will also loved it. This is my own opinion.,5,1
Bass is not as good as expected. My ears are paining after use the headphones 30 min. Need more soft cushion and the compression on the head.,5,1
"Very low quality, strongly recommend don't buy this...waste product",1,0
This product is extremely poor..the sound quality of this product is very very bad....As the company is BOAT i thought it would be worth it...infact...now i am not satisfied with this product....👎👎👎👎👎,2,0
The product it amazing till now it's not been even full month feels like brand new at every use it's total nice product battery life is besttt overall worth the price💸,5,1
It's awesome . Sound quality is very good  every thing is perfect the most important thing which I loved is battery I charge it once for 2hr and it works upto 5to6 days,5,1
Bad experience.. Want to return...but have not been provided options....so poor compare to SONY products....cushion quality is poor... Bearing pain because of it.,1,0
excellent,5,1
Juat after 1 month bluetooth stopped workingAnd now i am stuck with the productSuch pathetic experience i have had with the headset,1,0
"Excellent, my niece loved these, as I bought them for her online classes & listening to music.",5,1
Nice product,5,1
This headphone is just awesome amazing best headphone I have ever used just I want to say nosie cancellation is average and its sound Hollow but it's style sound and connectivity is mind blowing it's price is good 👍😁 you can buy it it's just awesome,4,1
Awesome for music n videos but not for calling. Although I have bought it for my online classes n satisfied.,4,1
After putting headhphone on a head its not look good as others headphone like. And after using headphone in regular contact glass there is pressure created on the ear and its pain full,5,1
I used this headphone for online lectures and gaming and listening music  I liked it because it's bass is good abd sound quality is good too,5,1
Product is really good in these price  the quality and design we received is up to the mark,5,1
 Repair it.,5,1
good,4,1
I am so happy,4,1
Very bad product...it has broken two times from two different places without any mechanical injury...very bad plastic quality...and no satisfaction for sor quality...,1,0
Plzz return my money rs 1200 so can i do again shopping so plz return my money,1,0
Avoid it. Not at all comfortable and audio quality is below average.,3,0
Good,5,1
Okay,4,1
"It is an average product with nice sound quality but bass is very low , high nodes are very high not comfortable for long time use. If using for 1-2 hrs good but if used more than that ears will start hurting.",3,0
Performance is good,5,1
Excellent,5,1
Product is worth,5,1
"The best headpone at this price range, Satisfying product as expected from the house of boat.Bass:💯Noise cancellation:💯Overall a wonderful piece",5,1
"All the Things are awesome sound, brass noice cancellation 😎 I only found one issue with right muff is little bit loose.Over all very nice headphone 🎧",5,1
Awesome headphone .. reviewing after 2 months and still nothing problem .. i am using daily for almost 5 to 6 hours .. battery backup is nailing... Wonderful one...,5,1
Sounds good.. Bass gud.But range weak..,3,0
Good,5,1
"Great product brilliant acoustics, battery life good",5,1
Headphone m to sab theek hai lekin Sal Bhar bhi nahin Hua abhi mafi Mein Se Toot Gaya Hai ab isko warranty Mein Kaise Kya Karenge ful Samajh Mein Nahin Pa raha hai,4,1
I like this headphones the base is very good and sound is very nice and clear little bit noice and this littlebit uncomfortable but I like this product 👍,4,1
" Go long with product when your budget is like , Good But not Best Stereo Headphones , It's nice to daily use at Home .",4,1
"Best sound quality but I think they have given me used one.Many scratches were there on the cups.You shouldn't do like this,you should be honest with your work and customers",4,1
I like this headphones because their bass quality is so good but volume is less to singing,4,1
"Cushion is not good, can't use it for more than 10 mins, because of bad quality cushion it feels very hot on the ears. Build and sound are good.",1,0
It is a good product just a oroblem with irritation of ears if you wear goggles or specs. It can also cause irritation if used for time more than 30 min.,4,1
It's been almost a year since i bought this it's good for normal use and stuff it's a good product only the aux cable has a Lil prblm but it can be fixed,3,0
"Actually main problem is that it's very hard wear... By wearing I'm getting pain on my ears....I can't use it properly , I'll give zero in comfort of wearing it",2,0
One ear piece is louder than the other. Requested for a replacement and other also has the same issue. Not recommended. Don't buy this.,1,0
Get at 899/-Very nice and classic design..15+ hours of bettery life..Emmersive audio experience & nice bass.,5,1
The best thing which I loved about this product is battery backup... Once fully  charged can be used for atleast 5 days even if I use it a lot for lectures,5,1
Good product but need to handle with care since it's v delicate and also for first few days it create creates extreme ear pain but thereafter it is gud,4,1
I just loved the product and the other best thing is that the bass is very good that my daughter loved it as her Birthday Gift.Thanks for making such a nice gadget.,5,1
Boat lovers best choice,4,1
"Perfect, steady and affordable!!!",5,1
 The best one.,5,1
"It's really good for use , love it , Bluetooth works awesome,  wired sound is too good . It's definitely not sound canceling and battery life is really awesome.",5,1
Product is good but I am very dissapointed that it's not supporting my phone and not getting connected and sound quality is bad cuz it's not supporting,2,0
"The sound and bass quality is good, but headphone does not have noise cancellation feature. Other than that, it's an awesome product.",4,1
"I like everything about this headphones as according to its price, it's actually very good and sound quality is good also battery life is nice",5,1
" The build quality is very bad, I brought this headphone, and it broke in 12 days. These things are not expected from @boat #boat",1,0
"It it's amazing.. worth it.Everyone should but it..The sound quality, bass, noise cancellation, bluetooth connectivity, wired mode it just excellent 👍🏻",5,1
Very nice ans Money worthy,4,1
Worst product ever I see it had broken in 10 days and the system wasn't functioning properly.first 5 it respond nice after that wasn't functioning properly,1,0
Amazon delivered a defective product and not giving an option to return. Charging indicator is not glowing and lost confidence in the product,1,0
Good sound qualityGood bluetooth connectivityLong battery lifeGo for it.,5,1
It was a gift but it was defective. When the person recieved it the earpiece was already out. So disappointing.I want to cancel and refund this.,1,0
It's could be better but I'm happy,4,1
Every thing is ok voice is quite decent connectivity is ok only this head set is quite uncomfortable you can't wear it for long term,3,0
Within 4 months the slot where the headphone is to be charged is spoiled. The customer care is not helpful and now the product is useless.,1,0
Iska upyog mene apne manoranjan ke liye Kiya hai,5,1
Great value for money,4,1
It's good one.,5,1
Very good bass if you want to buy u can buy it it is good product,5,1
Good.But hope the band does not  broken from upside,4,1
It broke within three months of purchase,1,0
"Worst product ever. It has an one year warrenty card, but within two months, any type of sound is not coming out of it. And they are not ready to replace the item too. I am totally disappointed.",1,0
"Headphone colour is same as displayed on the website and it looks great physically.Sound is not great, I've other headsets with boat but this is not quite great as the others.Nonetheless, Good product.",3,0
It is outstanding product specially it's battery backup but it's has low noise cancelling system with average bass effect.,4,1
very nice product in this price range extremely satisfied,5,1
One think that I  dislike about this product is that it's aux mode is not working properlyIf u buying it for ur PC or laptop usePlzz don't buy it,3,0
Man the sound of this headphone is so good like the sound quality is so clear and the bass is lit I would say it is a perfect balance between treble and bass,5,1
It's good but there is no noise cancellation if noise cancellation is why u buyin this then u should go for something else. Everything else is just excellent,5,1
"Good product,battery backup is also good.But not for long time use after 1 to 1.30 hr of usage ears getting pain",4,1
It is just local ones...power button off and on works...brought it on 15th july...dont waste money,1,0
Nice one,5,1
It's been 1or 2 month since I bought this it's sound quality is as good as k expected from the start till now ... Bluetooth connectivity is superb ... Must buy if u are looking for good headfone in affordable price ...go for it,5,1
This is not worth to buy. Who's looking for attending meetings and call. Don't buy it. It's waste and not able to return.,1,0
Very good sound quality.,5,1
I am enjoying this product and has made my listening experience morw soothing and comfortable. It has a very good sound quality and comfortable to ears. Long lasting battery and quick connectivity.,4,1
Purchased for my daughter on her birthday.. The product was amazing and She is quite happy,5,1
Only bass not good for listeners who focus on minute and small instrumental sounds.,2,0
I have never experienced this type of headphones.I just enjoyed but the sounds from it.And thanks for Amazon for this.Dont forget to try this.👍😉,5,1
Really good! Suits my use! If you are looking for a product for normal use then you can go for it! It's sound quality is too gooid as well,5,1
I am flattered by the sound quality and the noise cancelling love it ❤  than this on here roc. 370 us the best at this range if ur budget is 1000 go for it,5,1
Build quality is cheap,3,0
I am very Impressed by amazon delivery in 24 hrs. And get my Headphones very fast Sound quality is good.,5,1
"Awesome bass & perfect voice , I love it♥️  Value of money products!!!!!",5,1
I loved the colour combo... ❤❤,5,1
Good performance. Using daily.,5,1
Blutooth connection stopped working after 20 days only..I have no Idea how it will be repaired as Amazon give warranty of 1 year. Do  reapair this .,1,0
"Recently while travelling it broke, while using it.If you want something for regular use I will not recomeend it, as regular use will not last long.",3,0
Best headphones 🎧 good battery backup using from 4 days without charging since it  came best writing review after 3 months no complaints best you can buy it,5,1
"When i got the product it was worst,disbalanced sound,and aux cable is not working in a single goBut after replacement it is wow happy about product",4,1
"Sound quality is best. And Bluetooth connectivity as standard. But ear is paining while using, even with in short time.",4,1
Within a week  headphone just fall down by my son n WI FI not working n some sound of part there n Why not search better review,2,0
The sound quality is not good so much the microphone is worst .,3,0
Voice break issue observed while talking through blutooth ..without aux.. overall quality seems fine so far...,3,0
U will love it,5,1
Wonderful buy.,5,1
"My extender was broken by own and built quality is also bad ,ptron is good instead of them . I called boat and they have said they will not replace 😡😡🤬🤬 very bad",1,0
Good product,4,1
The sound quality is good but the head piece is made of some low quality material.I just used it 15 days. Now its broken,2,0
I do not suggest to buy this headphones if you use it for a long time ..after 1/2 an hour using it your ear will start hurting,3,0
Something is fundamentally wrong with this products manufacturing even after warranty replacement of the product connectivity problem is coming,1,0
"THIS IS A NICE PRODUCT , IT IS AWESOME WITH ITS SOUND BUT YOU WILL HAVE A EAR PAIN IF YOU HAVE ANY EAR PROBLEM, OTHERWISE ITS FANTASTIC IT WAS DELIVERED FINE IT WASN'T DAMAGED AT ALL I WOULD SURELY RECOMMEND YOU TO BUY ! 🔥",4,1
My handphone very small so I am not comfortable for this handphone,3,0
"Good product but After using it for a long time, my ears started hurting.",4,1
Packaging was nice.Really good productWorthy for 1000 bucksSound quality and bass is really goodShould buy it.. 👍🏻❤️,5,1
It missed bass quality which I was looking forSome times bluetooth connectivity shows glitches in running songsCushions should be more soft,3,0
My son liked the headset,5,1
Color is awesome...sound quality wow,5,1
Sound quality awesome 👍 very much satisfied with this product .I would recommend you all to buy this product ♥️,5,1
"Not able to hear the other person properly...bluetooth is not functioning properly...I returned it ,bcoz of its poor quality",2,0
Omg am glad to having this headset....it's highly recommend..must buy... mainly for gamers....🥰🥰🥰🥰🥰....but bluetooth connectivity was lil bit slow... otherwise it's osm product....must buy....,5,1
Did not like much,1,0
The price kept changing in time becouse of the offersAnd i bought for RS 800FOR this price this is the one of the nest wireless headphones,4,1
Product sound and mic are good. But the ear side of the product is broken within two months.,1,0
"Sound & bass are very good but Mic doesn't seem to be working. During calls, other person hear a little or no voice",4,1
Sound quality is fabulous and I just loved the feature that it wired and wireless both that makes work easy without any disturbance. 👍🏻😘,5,1
I like it. Good product and easy to use.,5,1
Cool headphone,5,1
See if u are looking for best budget headphone 🎧 then u should take this boatrockerz 370 wireless headphones it's best in its price segment,4,1
 Do not purchase this. After few days of usage it broken automatically.  Worst material,4,1
"Dekho ye headphone accha par sirf 899 mai nahi to dushra headphone lena rockerz 400 sirf 999,1099 mai lena,rockerz 450 sirf 1129 mai lena 450 is best",3,0
Dead all of a sudden in 2 weeks,1,0
"Sound is good, bass some more needs. No nice",4,1
"At High Volume the quality fades of the Speaker,which makes it uncomfortable to listen.So if you love Bass I don't prefer you to buy this stupid product.Good Luck",3,0
The head band broke on its own on the fourth month itself. And the company is not even answering my emails though the product is in warranty period.,1,0
I like it from bottom of heart ❤. Very nice quality and aalo delivery of Amazon.,5,1
Its frequently getting disconnected and connected with my samsung a50 mobile,3,0
"Op headphones , bass gonna make u jump straight in the first beat drop 👌👌If u are a high volume music lover with bass...go ahead for this ❤️",5,1
"Nice, but Aux and Charging cable  is not good quality",5,1
If you're looking for headphones under 1000 just go for it,4,1
"Very good bass, finishing outlook makes me to feel very comfy, worth for money, better than rockerz 400",4,1
"Sound and build quality is ok.. But you cannot keep on your ears for long time, as ear will start to pain.. ear buds could be more softer",3,0
Wast of money when the first headset was delivered it was not  working more than 2 days and when I replaced same again after 2 days was not working,1,0
received a damaged product basic checking should be done before sending,1,0
Value for money.,3,0
Sound quality is too good of this headphone. And also this headphone is bass king😘😘.perfect product under budget😍😍🥰🥰🥰🤗🤗.,4,1
This product is excellent  the sound quality is super and I like the design  and it is the best product I have seen ever,5,1
ExcellentThey have good packing and have very good noice cancellimg too good quality I am impressed 👌should buy .,5,1
Product didn't contain warranty card Charging & USB cable found loose looks return product again sold to me so want to claim return money,2,0
This is best quality headphonesWant to buy it for sound qualityYou can have noise cancellation in laptop than Mobile,5,1
"Product is good,but package was already opened , please don't do this to the customers by giving used products or returned items",1,0
The headphone doesnot connect smoothly to my zoom call. Sound and video are relayed with break ups continuously,4,1
Sound is good enough but the frame for the head. It's quality is so bad with in a month cracked. Brought two models both are cracked,2,0
broke within a month of buying ...worst headphones I have ever had..,1,0
Worst quality product i thought boat has the good quality products. When try to wear around head one side of headphone is broke only 2 months old,1,0
Lagged of Bluetooth connectivity,5,1
Sound output is very good but mic quality is not good at all.,4,1
"Received delivery on 19th Jan itself. But only after 7days, bluetooth not working. Faulty product despatched by Amazon.",1,0
It was told in the page that it's over ear ...false it's on ear .I believed it and brought it . Please give correct information . Very much disappointed.,4,1
Good,5,1
I did not like the soud quality no bass. And really uncomfortable i cant even wear it for 10 minutes.,1,0
It's a great product. The packaging comes super good.Both audio and material quality is nice and satisfactory. Without any doubt purchase it .,5,1
Return option for electronics to be given minimum two weeks or even one month because retailer warranty is one year and needs to be considered.,1,0
 Very poor quality product they give in this price. Broke within a month.Wastage of money. Don't go with it.,1,0
☺️,5,1
Worst bass quality (even if you don't need bass)No noise cancellationRemember You can't return it only replace it,1,0
"It is not for the ears, my ears started paining badly after month use . Avoid buying this if u have sensitive hearing",2,0
It's very light in weight sound system is ok but it gives pain to ears and sought of uncomfortable when you use it .,3,0
Sound quality is good........ If you are looking for noise cancellation then maybe you will get disappointed........ Else sound quality and Bluetooth connectivity are good,5,1
Sound accurate,5,1
This product is super good sounds very clear and bass is too good battery backup is also great!I got no dislike for the headphones,5,1
Sound quality is good. It's ok overall.,5,1
Sometimes the voice only come from one speaker and sometimes no voice comes from any of the speaker of the headphone. Volume down button is pressed inerly.,2,0
This is a best headphone ever boughtVery good Bluetooth connectivity and alsoGood noise cancellation,5,1
Good,3,0
"It's super quality but the ear spong was not fitting,  that was fall down frequently",4,1
I want the quality of the headphones to increase and never cheat the customers....If they all turn up against the consequences would be tough,1,0
whose product in 1 day my 1 side of speaker was off not coming sound this is worse quality waste of money,1,0
"The worst ever headphones I bought.. don't even used for 20 days , they simply broke...very thin and fragile design easily breakable",1,0
 The battery backup is is 30 hours you buy it now it's very good dealbest brand of India,5,1
For listening its ok good nice performance battery is very good but for calls its waste mic will deliver our voice very low to other,3,0
Sound qulity not good,2,0
"Previous track selection is not working with music apps like amazon music, gaaana, jio saavan.Not feeling comfortable for longer usage.",1,0
bass quality is average but the problems i am facing is while connecting to Bluetooth headphones are showing delay in audio,3,0
Really great,5,1
So bad product..my ear and head started aching after 1 hour of use...worst product,1,0
Bluetooth connectivity is not good and the comfortable of the product is bad,1,0
"The sound quality is really good.i dont like the body of the headphones,its made of plastic i say put 300rs and buy boat rockerz 450 instead",4,1
It is amazing and it gives an crystal clear Stereo sound. We listen the song in this headphone it fell like we listen song live with singer.,5,1
This headphone is very tight.After keeping this headphone for sometime I am feeling headache.I need to replace this product.,1,0
I use for lecture and hearing song and the sound is very good that if it is full then also our ear dosent painAnd Ajustment is perfect,5,1
Do not buy this product... The quality of the plastic is so poor.. my headset broke within 1month of purchase..,1,0
Don't buy this.Bad built quality.,1,0
"Pros,Good sound quality .Basic design.Light weight.Comfortable.ConsAvarage base .Avarage quality.",5,1
"Simple words, it's cheap and it ain't worth it. Only managed to last 1month. I have no idea how a company like Boat could sell this one and market it. So disappointed.",2,0
The product is good in the price range and we can use it for even gaming.I loved this product.Nice value for money 💰.,5,1
Great and it has bluetooth fantastic headphone,5,1
This is awesome👍 and I am very happy 😊to buy this . I have buy this for online classes . Sound quality is good and it is also looks nice.,4,1
Very band sound disconnect automatically bass are also not good and sound are not clearable I want return but no return policy cause I have,1,0
Great,5,1
The ear cups have hard cushion. Not very comfortable BOE a long hour usahe,4,1
 Sound good,5,1
Audio quality is excellent. but ears get hurt when i hear more than 1 hour.the sticker quality is worst it feels like a duplicate,3,0
Bluetooth never worked,1,0
It is best headphones under 1500 rs.I think you should go for it...Love it.It is also a light wieght and cheap product.,5,1
The sound modulation is good..using bluetooth is more reliable and makes sound more better..no complaints or damages yet..is powerful..👍,3,0
Excellent,5,1
Overall good,3,0
It's not working properly...,3,0
Excellent product. Worth the price. But it breaks easily. It does not have the durability,5,1
4 time return but single sound working,1,0
Good to use,4,1
Product is very good.and sound quality is excellent. Amazon is nice Platform for any purchase product.,5,1
Music,5,1
"Ok,",3,0
"Sound quality is very good , adjustable as per head but ear cover are very soft and deligate..leave its grip in very short span of time.",3,0
" Build quality, battery life and sound quality is so good...Nice product 👍",5,1
Everything is Ok.But the mice quality little slow to send my voice to caller.it may be network issues. but adjustable not so bad.,3,0
"I use this 🎧 for my online classes and it is amazing and doesn't even hurt my ears, it has best sound quality.You can go for it.",4,1
Well the sound quality is good but not very good still volume is low sometimes it got disconnected buy itself pause music and many more,3,0
Since the product receive earlier. The product sound quality is good. Bass quality is very good. Battery backup is also good. Overall performance is good.,4,1
Plastic quality is very bad. It has broken within a month.,2,0
Great build... soothing with high quality bass...noice cancellation effect.......worth for money 100 percent.....go for it....,5,1
Good,4,1
Right speaker stops working after a month. Many customers reported same issue  pls be careful. dont waste your money.,1,0
Nice oneExcellent product,5,1
Good,5,1
Good,4,1
Loving it,5,1
"Amazing sound , long lasting battery everything that boathead wants XD",5,1
Awesome product fully satisfied great baas sound quality also very good and batrrey backup is too long thanks amazon for this amazing product,5,1
The mic is not working already just one week old,1,0
It's amazing product and nice sound quality and does not break and is totally worth.,5,1
Sound quality is good when you play normal music but when you have high bass then it poor,3,0
Value for money good product,5,1
"I have never ordered replacement, kindly cancel it and collect already delivered headphone. I didn't like it's shape and size of this brand so why order replacement.",1,0
Arive at Good Quality. But the Package was wet when it arive but product doesn't damaged. Thank you,5,1
Very Bad and poor quality head phone after replacement same problem arises when phone connected to other then sound not clear and cut,1,0
Excellent product.,5,1
Please don't buy this headphone after three months of usage it broke very cheap plastic used sound and noise cancellation is also not good totallly it's a waste of money.,1,0
Great features,4,1
Happy customer,5,1
Quality of the product is very nice. But the charging cable USB is misplaced. I got headphones with 2 aux cables. Which is not good.,4,1
"Packaging, sound quality everything is just as expected. Beautiful design, battery life is amazing. Worth for price!#BOATHEADS",5,1
Sound bursting problem. While connecting to Bluetooth it makes very annoying sound and sound gets burst.Started having problem with my ear,2,0
This was the first thing I bought something online. And my experience was super good! Very good product but a little tight!,4,1
"This product is easy off money and company not take return back, because company know product is easy poor quality  product",1,0
The sound quality is good but this is not comfortable at all for ears. It starts painting your ears even after 10-15 minutes of uses,1,0
For this price it is good. It’s packing looked very old and not so good,3,0
Some little bit of audio lag while playing games so recommend to use aux cable with headphones such a amazing sound quality,5,1
Its  good for that price  and dont expect more bass for that price But built quality is not much appreciable,5,1
Coolest thing 😁 or product provide by boat itself and it also enable with both wireless or wired one ........🤔🤭,5,1
Bluetooth is not connecting to phone and laptop,1,0
Quality of material is not so good. It's top part broke after just 3 months of use. Would recommend to go for alternative products.,1,0
This product is not working properly.  Even after complaining no response. Useless buying. Idiotic response.,1,0
Bad quality sound is not good bass is badI ordered this now I want to return but not possible,1,0
"Not good headphones, within 15 days ploblem have started the headphones  are no longer discoverable by my phone and laptop",1,0
Awesome product❤️ comfortable to wear as well as stylish mine got stolen i used this 6months now I'm ordering boat 510🤘🥳,4,1
This product many issues,1,0
I am sooooooooooo happy. He gave it to me as a Valentine's Day gift. Really nice product.,5,1
"Sound is very good and loud, but it is soo tight when it perfectly cupped my ear, I can't ware this headphones over one hour continuously",4,1
Every thing abour it is good but the plastic part and build has a problem it breakers easily so cannot recommend it as my one broke every thing else was good,3,0
Vvvv good sounds and Bass and quality,5,1
the sound is so clear.. really impressed. highly recommended,5,1
The headphones are good but the only drawback is that it is hard on the ears and will make your ears ache,4,1
Voice is good and there is noise cancellation also but headphone mic does not work at the time of calls . Battery is good but colour of boat become fade day by day,2,0
It's not even comfortable for 5 minutes .it's over heating and thereby I can't put it for more than 20 minutes .i expected a lot .,1,0
Plastic Material head band is broken within few days and hence is not convenient to use.,3,0
Not working after 10 months,1,0
Saste main mast,5,1
This headset are worth the costThey where awesomeVery good sound quality and bass qualityBest for music lovers,4,1
Ok ok,4,1
"Sound quality and Bluetooth connectivity is good but the ear cups are not so comfortable, u cannot wear it more than 1-1.5 hrs...",4,1
The product was delivered as it was used by someone.There are pen marks on the edges.The face of item also seem to be scratch by keeping them surface.,2,0
"Bass is very impressive, good product.",5,1
I got this Headphone on 27 Oct and on 4Nov it stopped working. Now I am not getting return option. Not used even 5 times,1,0
Noise cancelation 2.5/5Bass 3.5/5Sound quality 4/5Battery life 5/5Overall 3.5/5,4,1
Good sound...great headset,5,1
0/5 for Bluetooth connectivity it usually takes 5 sec to connectcannot use for more than a hourBattery backup 4/5Sound quality 3/5Bass 3/5Material 2/5,3,0
 Good product in this price.,5,1
product have some scratches on it music is buffering in th middle,4,1
All are ok except comfort..unlesd u are in ac room u can't wear for long time..,5,1
Ok,4,1
it was tight to wear.  We requested seller and Amazon to return it but no results.  Be sure of size  before buying it,2,0
Everything is very good but the mic isn't working and if the music is in full volume u can hear it outside the speakers,5,1
Dear teamThe headset broken from middle.request if I get a replacement,3,0
Purchased on the 18th of october return window closed on the 26th of october and today i.e. 27th october this thing stopped working. Great product.,2,0
"Bass quality is very low and found more treble in this product , please improve bass quality as for it",4,1
"The product is worth to buy, connectivity and bass is good but it pains a lot to ears because of the product design; so returning back!:)",4,1
Sound quality,5,1
Very nice product with a dual connectivity of Bluetooth and aux,5,1
Very goodI love the colorSounds quality and bluetooth connectivity is goodIt can be used as bluetooth and with wire too...,5,1
"One of the best headphones I’ve seen, I’m loving it",5,1
Sound is niceBass quality is goodPerfect noise cancellation. After three months blue tooth not working,4,1
good purchase as i have purchased 1 year ago and i am writing this review after using one year .as the product is nice,4,1
Wonderful experience,5,1
Its ok but can't be used for more than 1hr cuz .the earcupes are very small and very  painfull if u put on ears so ...,3,0
Bad connectivity uper se replace time itna late itne din replace me le liye hain hame paresani hoti h or product acha nahi hain,2,0
MY EARS ALWAYS SWETS WHEN I USE IT FOR 15 MINT. THE CUSHION IS NOT COMFORTABLE AT ALL,5,1
The product is very good but its one side is not right... Has left.. Do the packaging done by looking at the team.. Do not worry about redeeming the customer.,4,1
"Badhiya he, sasta pad gaya, jyada der suno to kaan se pasina nikalta he... Bettery back up shandar he.. Le lo",4,1
One speaker doesn't work on low soundMaterial is quite fragile ...not too handy in use while in roaming,3,0
Good product. Worth the money.,5,1
Happy,5,1
"The sound quality,noise cancellation,bass everything is good.Received the product in good condition.You should just go for it.",5,1
"It's not flexible compared to other head set, it broke with in 20 days from the date of purchase. And no clarity with the Aux.",1,0
Sound is good but earcufs aren't that comfortable. On first day they felt good but by time they started feeling discomfortable,3,0
"Received the damaged product, it’s cushion was torn at the time I opened the box, I ordered first time and had a bad experience ☹️☹️ Insu",1,0
